EstablecimientoCodigo;EstablecimientoGlosa;EstablecimientoCodigoAntiguo;EstablecimientoCodigoMadreAntiguo;EstablecimientoCodigoMadreNuevo;RegionCodigo;RegionGlosa;SeremiSaludCodigo_ServicioDeSaludCodigo;SeremiSaludGlosa_ServicioDeSaludGlosa;TipoPertenenciaEstabGlosa;TipoEstablecimientoGlosa;AmbitoFuncionamiento;Certificacion;DependenciaAdministrativa;NivelAtencionEstabglosa;ComunaCodigo;ComunaGlosa;TipoViaGlosa;Numero;NombreVia;TelefonoMovil_TelefonoFijo;FechaInicioFuncionamientoEstab;TieneServicioUrgencia;TipoUrgencia;ClasificacionTipoSapu;Latitud;Longitud;TipoSistemaSaludGlosa;EstadoFuncionamiento;NivelComplejidadEstabGlosa;TipoAtencionEstabGlosa;FechaIncorporacion
126400;Posta de Salud Rural Cerro Castillo (Torres del Paine);26-400;;;12;Región de Magallanes y de la Antártica Chilena;26;Servicio de Salud Magallanes;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;12402;Torres del Paine;Calle;;Caserío de Cerro Castillo;95838851;;NO;No Aplica;No Aplica;-51.25538;-72.34362;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
126410;Posta de Salud Rural Puerto Edén;26-410;;;12;Región de Magallanes y de la Antártica Chilena;26;Servicio de Salud Magallanes;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;12401;Natales;Calle;;Caserío de Villa Puerto Edén;57380761;;NO;No Aplica;No Aplica;-49.12549;-74.41271;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
125425;Posta de Salud Rural Villa O'Higgins;25-425;;;11;Región de Aysén del General Carlos Ibañez del Campo;25;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;11302;O'Higgins;Calle;;Aldea de O'Higgins;;;NO;No Aplica;No Aplica;-48.469779;-72.560767;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
125428;Posta de Salud Rural Caleta Tortel;25-428;;;11;Región de Aysén del General Carlos Ibañez del Campo;25;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;11303;Tortel;Calle;;Aldea de Tortel;;;NO;No Aplica;No Aplica;-47.79589;-73.5323;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
125103;Hospital Lord Cochrane;25-103;;;11;Región de Aysén del General Carlos Ibañez del Campo;25;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;No Aplica;Servicio de Salud;;11301;Cochrane;Calle;;Bernardo O'Higgins;672261331;30-08-2021;SI;Urgencia Hospitalaria (UEH);No Aplica;-47.25557;-72.57073;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;
125409;Posta de Salud Rural Puerto Bertrand;25-409;;;11;Región de Aysén del General Carlos Ibañez del Campo;25;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;11401;Chile Chico;Calle;;Caserío de Puerto Bertrand;;;NO;No Aplica;No Aplica;-47.01695;-72.82942;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
125410;Posta de Salud Rural Bernardita Zuñiga Vargas;25-410;;;11;Región de Aysén del General Carlos Ibañez del Campo;25;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;11401;Chile Chico;Calle;;Aldea de Puerto Guadal;;;NO;No Aplica;No Aplica;-46.84436;-72.70212;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
125411;Posta de Salud Rural Mallín Grande;25-411;;;11;Región de Aysén del General Carlos Ibañez del Campo;25;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;11401;Chile Chico;Calle;;Caserío de Mallín Grande;;;NO;No Aplica;No Aplica;-46.72719;-72.46432;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
125412;Posta de Salud Rural Río Tranquilo;25-412;;;11;Región de Aysén del General Carlos Ibañez del Campo;25;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;11402;Río Ibáñez;Calle;;Aldea de Río Tranquilo;;;NO;No Aplica;No Aplica;-46.62364;-72.67736;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
125408;Posta de Salud Rural Puerto Sánchez;25-408;;;11;Región de Aysén del General Carlos Ibañez del Campo;25;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;11402;Río Ibáñez;Calle;;Caserío de Puerto Sánchez;;;NO;No Aplica;No Aplica;-46.59205;-72.57875;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
125102;Hospital Dr. Leopoldo Ortega Rodríguez (Chile Chico);25-102;;;11;Región de Aysén del General Carlos Ibañez del Campo;25;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;No Aplica;Servicio de Salud;;11401;Chile Chico;Calle;275;Lautaro;672261411;;SI;Urgencia Hospitalaria (UEH);No Aplica;-46.54166;-71.7251;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;
125407;Posta de Salud Rural Bahía Murta;25-407;;;11;Región de Aysén del General Carlos Ibañez del Campo;25;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;11402;Río Ibáñez;Calle;;Aldea de Bahía Murta;;;NO;No Aplica;No Aplica;-46.458216;-72.673995;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
125419;Posta de Salud Rural Puerto Ibáñez;25-419;;;11;Región de Aysén del General Carlos Ibañez del Campo;25;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;11402;Río Ibáñez;Calle;;Aldea de Puerto Ibáñez;;;NO;No Aplica;No Aplica;-46.29201;-71.93383;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
125420;Posta de Salud Rural Cerro Castillo (Río Ibáñez);25-420;;;11;Región de Aysén del General Carlos Ibañez del Campo;25;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;11402;Río Ibáñez;Calle;;Aldea de Cerro Castillo;;;NO;No Aplica;No Aplica;-46.12091;-72.1607;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
125400;Posta de Salud Rural Balmaceda;25-400;;;11;Región de Aysén del General Carlos Ibañez del Campo;25;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;11101;Coyhaique;Calle;;Aldea de Balmaceda;;;NO;No Aplica;No Aplica;-45.90909;-71.69802;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
125413;Posta de Salud Rural El Blanco;25-413;;;11;Región de Aysén del General Carlos Ibañez del Campo;25;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;11101;Coyhaique;Calle;;Aldea de el Blanco;;;NO;No Aplica;No Aplica;-45.81443;-71.91623;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
125414;Posta de Salud Rural Valle Simpson;25-414;;;11;Región de Aysén del General Carlos Ibañez del Campo;25;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;11101;Coyhaique;Calle;;Aldea de Valle Simpson;;;NO;No Aplica;No Aplica;-45.71442;-72.08107;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
125423;Posta de Salud Rural Lago Atravesado;25-423;;;11;Región de Aysén del General Carlos Ibañez del Campo;25;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;11101;Coyhaique;Calle;;Sector Lago Atravesado;;;NO;No Aplica;No Aplica;-45.66848;-72.21204;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
125300;CESFAM  Víctor Domingo Silva;25-300;;;11;Región de Aysén del General Carlos Ibañez del Campo;25;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Consultorio General Urbano (CGU);Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;11101;Coyhaique;Calle;;Alejandro Gutiérrez;800500977;12-03-2019;NO;No Aplica;No Aplica;-45.58272;-72.06043;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;12-05-2025
125201;Policlínico del Trabajador Coyhaique;25-201;;;11;Región de Aysén del General Carlos Ibañez del Campo;11;SEREMI de Aysén del General Carlos Ibáñez del Campo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;Secundario;11101;Coyhaique;Avenida;1018;Ogana;672232710;;NO;No Aplica;No Aplica;-45.580609;-72.073614;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200170;SAPU Dr. Alejandro Gutiérrez;25-900;25-301;125301.0;11;Región de Aysén del General Carlos Ibañez del Campo;25;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia (SAPU);Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;11101;Coyhaique;Calle;1955;Francisco Bilbao;672671263;;SI;Urgencia Ambulatoria (SAPU);Corto;-45.579991;-72.046529;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
125301;Consultorio Alejandro Gutiérrez;25-301;;;11;Región de Aysén del General Carlos Ibañez del Campo;25;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Consultorio General Urbano (CGU);Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;11101;Coyhaique;Calle;;Bilbao;800500976;;NO;No Aplica;No Aplica;-45.57986;-72.04638;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200256;COSAM Coyhaique;25-903;25-010;125010.0;11;Región de Aysén del General Carlos Ibañez del Campo;25;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Mental  (COSAM);Unidad de Atención;No Aplica;Servicio de Salud;Secundario;11101;Coyhaique;Calle;1435;Freire;672261403;29-08-2016;NO;No Aplica;No Aplica;-45.578087;-72.055291;Público;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
200359;Centro Comunitario de Salud Familiar Alejandro Gutierrez;25-904;25-301;125301.0;11;Región de Aysén del General Carlos Ibañez del Campo;25;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Familiar (CECOSF);Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;11101;Coyhaique;Calle;63;Lautaro;;21-06-2017;NO;No Aplica;No Aplica;-45.57408;-72.07655;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200202;Vacunatorio - Clínica Bilbao;25-901;;;11;Región de Aysén del General Carlos Ibañez del Campo;11;SEREMI de Aysén del General Carlos Ibáñez del Campo;No Perteneciente al Sistema Nacional de Servicios de Salud;Vacunatorio;Establecimiento de Salud;No Aplica;Privado;Primario;11101;Coyhaique;Calle;449;Francisco Bilbao;95406218;06-08-2015;NO;No Aplica;No Aplica;-45.573014;-72.06877;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200441;Centro Médico y Dental Clínica Bilbao;25-908;;;11;Región de Aysén del General Carlos Ibañez del Campo;11;SEREMI de Aysén del General Carlos Ibáñez del Campo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;No Aplica;11101;Coyhaique;Calle;449;Francisco Bilbao;672583126;06-01-2012;NO;No Aplica;No Aplica;-45.573005;-72.068789;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
200419;Laboratorio Clínico Diagnóstico Análisis Coyhaique;25-907;;;11;Región de Aysén del General Carlos Ibañez del Campo;11;SEREMI de Aysén del General Carlos Ibáñez del Campo;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;No Aplica;Privado;No Aplica;11101;Coyhaique;Calle;20;Eusebio Lillo, Piso 2;672574130;15-11-2007;NO;No Aplica;No Aplica;-45.57109;-72.064617;Privado;Vigente en Operación Habitual;No Aplica;No Aplica;
125200;Centro de Salud Mutual CChC Coyhaique;25-200;;;11;Región de Aysén del General Carlos Ibañez del Campo;11;SEREMI de Aysén del General Carlos Ibáñez del Campo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;Secundario;11101;Coyhaique;Calle;20;Eusebio Lillo;672232777;;NO;No Aplica;No Aplica;-45.571075;-72.064675;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200418;Laboratorio Clínico Thomas Ltda.;25-906;;;11;Región de Aysén del General Carlos Ibañez del Campo;11;SEREMI de Aysén del General Carlos Ibáñez del Campo;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;No Aplica;Privado;No Aplica;11101;Coyhaique;Calle;228;Condell;672210051;12-08-1993;NO;No Aplica;No Aplica;-45.570648;-72.066873;Privado;Vigente en Operación Habitual;No Aplica;No Aplica;
125207;Centro Médico y Dental XI Zona Aysén del General Carlos Ibáñez del Campo;25-207;;;11;Región de Aysén del General Carlos Ibañez del Campo;11;SEREMI de Aysén del General Carlos Ibáñez del Campo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Fuerzas Armadas y de Orden (FFAA);No Aplica;11101;Coyhaique;Calle;534;Baquedano;672567034;;NO;No Aplica;No Aplica;-45.569792;-72.063939;Fuerzas Armadas y de Orden;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
200514;Servicios de Enfermería y Salud Camila Barrueto;25-909;;;11;Región de Aysén del General Carlos Ibañez del Campo;11;SEREMI de Aysén del General Carlos Ibáñez del Campo;No Perteneciente al Sistema Nacional de Servicios de Salud;Vacunatorio;Establecimiento de Salud;No Aplica;Privado;Primario;11101;Coyhaique;Calle;328;21 de Mayo, Piso 2;;30-07-2018;NO;No Aplica;No Aplica;-45.568717;-72.0674;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
125100;Hospital Regional de Coyhaique;25-100;;;11;Región de Aysén del General Carlos Ibañez del Campo;25;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Autogestionado en Red (EAR);Servicio de Salud;Terciario;11101;Coyhaique;Calle;68;Jorge Ibar;672262003;;SI;Urgencia Hospitalaria (UEH);No Aplica;-45.568399;-72.073423;Público;Vigente en Operación Habitual;Alta Complejidad;Atención Cerrada-Hospitalaria;
125012;Clínica Dental Móvil Simple. Pat.  Movil: ZBA-651;25-012;25-010;125010.0;11;Región de Aysén del General Carlos Ibañez del Campo;25;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Unidad de Procedimientos Móvil;Unidad de Atención;No Aplica;Servicio de Salud;Primario;11101;Coyhaique;Calle;168;Dr. Jorge Ibar;;30-12-2005;NO;No Aplica;No Aplica;-45.567569;-72.073585;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200376;Mamógrafo Digital - Ecotomógrafo Móvil. Pat. PX1462-2 (SS Aysén);25-911;25-010;125010.0;11;Región de Aysén del General Carlos Ibañez del Campo;25;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Unidad de Procedimientos Móvil;Unidad de Atención;No Aplica;Servicio de Salud;Primario;11101;Coyhaique;Calle;168;Dr. Jorge Ibar;672216443;03-08-2017;NO;No Aplica;No Aplica;-45.567569;-72.073585;Público;Vigente en Operación Habitual;;Atención Abierta-Ambulatoria;
125030;Unidad de Salud Funcionario  S.S Aisén;25-030;;;11;Región de Aysén del General Carlos Ibañez del Campo;25;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Unidad de Salud Funcionarios;Unidad de Atención;No Aplica;Servicio de Salud;Secundario;11101;Coyhaique;Calle;168;Dr Jorge Ibar;672216443;29-01-2021;NO;No Aplica;No Aplica;-45.567569;-72.073585;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
125010;Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Aysén);25-010;;;11;Región de Aysén del General Carlos Ibañez del Campo;25;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Dirección Servicio de Salud;Unidad de Atención;No Aplica;Servicio de Salud;No Aplica;11101;Coyhaique;Calle;168;Dr Jorge Ibar;672216443;;NO;No Aplica;No Aplica;-45.567569;-72.073585;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
125011;PRAIS (S.S Aisén);25-011;25-010;125010.0;11;Región de Aysén del General Carlos Ibañez del Campo;25;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Programa de Reparación y Atención Integral de Salud (PRAIS);Programa de Atención;No Aplica;Servicio de Salud;No Aplica;11101;Coyhaique;Calle;168;Dr Jorge Ibar;672216443;;NO;No Aplica;No Aplica;-45.567569;-72.073585;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
125205;Centro Clínico Militar Coyhaique;25-205;;;11;Región de Aysén del General Carlos Ibañez del Campo;11;SEREMI de Aysén del General Carlos Ibáñez del Campo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Fuerzas Armadas y de Orden (FFAA);Secundario;11101;Coyhaique;Calle;150;Ejército;672210916;;NO;No Aplica;No Aplica;-45.565254;-72.06796;Fuerzas Armadas y de Orden;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
