EstablecimientoCodigo;EstablecimientoGlosa;EstablecimientoCodigoAntiguo;EstablecimientoCodigoMadreAntiguo;EstablecimientoCodigoMadreNuevo;RegionCodigo;RegionGlosa;SeremiSaludCodigo_ServicioDeSaludCodigo;SeremiSaludGlosa_ServicioDeSaludGlosa;TipoPertenenciaEstabGlosa;TipoEstablecimientoGlosa;AmbitoFuncionamiento;Certificacion;DependenciaAdministrativa;NivelAtencionEstabglosa;ComunaCodigo;ComunaGlosa;TipoViaGlosa;Numero;NombreVia;TelefonoMovil_TelefonoFijo;FechaInicioFuncionamientoEstab;TieneServicioUrgencia;TipoUrgencia;ClasificacionTipoSapu;Latitud;Longitud;TipoSistemaSaludGlosa;EstadoFuncionamiento;NivelComplejidadEstabGlosa;TipoAtencionEstabGlosa;FechaIncorporacion
106421;Posta de Salud Rural El Turco;06-421;;;5;Región de Valparaíso;6;Servicio de Salud Valparaíso San Antonio;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;5603;Cartagena;Calle;;Caserío El Turco;;;NO;No Aplica;No Aplica;-33.54581;-71.47756;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
114307;Centro de Salud Familiar La Bandera;14-307;;;13;Región Metropolitana de Santiago;14;Servicio de Salud Metropolitano Sur Oriente;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;13131;San Ramón;Calle;1758;Vicuña Mackenna;225592932;07-04-1972;NO;No Aplica;No Aplica;-33.54543;-70.64482;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
114324;Centro de Salud Familiar Santa Amalia;14-324;;;13;Región Metropolitana de Santiago;14;Servicio de Salud Metropolitano Sur Oriente;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;13110;La Florida;Calle;202;Santa Amalia;222816900;;NO;No Aplica;No Aplica;-33.54375;-70.59283;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
114824;SAPU Santa Amalia;14-824;14-324;114324.0;13;Región Metropolitana de Santiago;14;Servicio de Salud Metropolitano Sur Oriente;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia (SAPU);Establecimiento de Salud;No Aplica;Municipal;Primario;13110;La Florida;Calle;202;Santa Amalia;222816173;;SI;Urgencia Ambulatoria (SAPU);Corto;-33.543587;-70.592865;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
111704;Centro Comunitario de Salud Familiar Futramapu;11-704;11-304;111304.0;13;Región Metropolitana de Santiago;11;Servicio de Salud Metropolitano Central;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Familiar (CECOSF);Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;13119;Maipú;Calle;321;Judea;225350448;;NO;No Aplica;No Aplica;-33.5402;-70.77004;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
113826;SAPU Eduardo Frei Montalva;13-826;13-326;113326.0;13;Región Metropolitana de Santiago;13;Servicio de Salud Metropolitano Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia (SAPU);Establecimiento de Salud;No Aplica;Municipal;Primario;13109;La Cisterna;Avenida;140;Ossa;225580678;;SI;Urgencia Ambulatoria (SAPU);Corto;-33.539064;-70.662494;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
113326;Centro de Salud Familiar Eduardo Frei Montalva;13-326;;;13;Región Metropolitana de Santiago;13;Servicio de Salud Metropolitano Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;13109;La Cisterna;Avenida;140;Ossa;225760900;;NO;No Aplica;No Aplica;-33.53894;-70.66238;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200334;Centro Odontológico Uno Salud Dental La Cisterna;13-902;;;13;Región Metropolitana de Santiago;13;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;No Aplica;Privado;No Aplica;13109;La Cisterna;Avenida;33;Américo Vespucio, Local 312 al 315;6007071010;13-11-2015;NO;No Aplica;No Aplica;-33.53842;-70.663503;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
114608;COSAM La Granja;14-608;14-010;114010.0;13;Región Metropolitana de Santiago;14;Servicio de Salud Metropolitano Sur Oriente;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Mental  (COSAM);Unidad de Atención;No Aplica;Municipal;Secundario;13111;La Granja;Calle;8363;Angol;222627146;;NO;No Aplica;No Aplica;-33.538159;-70.61477;Público;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
114796;Centro Comunitario de Salud Familiar San Gregorio;14-796;14-306;114306.0;13;Región Metropolitana de Santiago;14;Servicio de Salud Metropolitano Sur Oriente;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Familiar (CECOSF);Establecimiento de Salud;No Aplica;Municipal;Primario;13111;La Granja;Calle;8363;Angol;222919143;;NO;No Aplica;No Aplica;-33.53809;-70.61461;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
114814;SAPU San Ramón;14-814;14-314;114314.0;13;Región Metropolitana de Santiago;14;Servicio de Salud Metropolitano Sur Oriente;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia (SAPU);Establecimiento de Salud;No Aplica;Municipal;Primario;13131;San Ramón;Calle;1760;Uruguay;225714957;;SI;Urgencia Ambulatoria (SAPU);Corto;-33.537991;-70.640711;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
114314;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);14-314;;;13;Región Metropolitana de Santiago;14;Servicio de Salud Metropolitano Sur Oriente;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;13131;San Ramón;Calle;8097;Los Claveles;225464191;02-01-1989;NO;No Aplica;No Aplica;-33.532855;-70.642517;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
114806;SAPU La Granja;14-806;14-306;114306.0;13;Región Metropolitana de Santiago;14;Servicio de Salud Metropolitano Sur Oriente;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia (SAPU);Establecimiento de Salud;No Aplica;Municipal;Primario;13111;La Granja;Calle;28;San Gregorio;225760250;;SI;Urgencia Ambulatoria (SAPU);Largo;-33.537049;-70.633284;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
114306;Centro de Salud Familiar La Granja;14-306;;;13;Región Metropolitana de Santiago;14;Servicio de Salud Metropolitano Sur Oriente;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;13111;La Granja;Avenida;28;San Gregorio;225760250;01-04-1984;NO;No Aplica;No Aplica;-33.537;-70.63367;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
114607;COSAM La Rinconada;14-607;14-010;114010.0;13;Región Metropolitana de Santiago;14;Servicio de Salud Metropolitano Sur Oriente;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Mental  (COSAM);Unidad de Atención;No Aplica;Municipal;Secundario;13131;San Ramón;Calle;8460;Rinconada;225412271;;NO;No Aplica;No Aplica;-33.536665;-70.640814;Público;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
111780;Centro Comunitario de Salud Familiar Europa;11-780;11-304;111304.0;13;Región Metropolitana de Santiago;11;Servicio de Salud Metropolitano Central;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Familiar (CECOSF);Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;13119;Maipú;Calle;220;Europa;225759770;;NO;No Aplica;No Aplica;-33.53588;-70.77421;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
113256;Consultorio Prefectura Sur;13-256;;;13;Región Metropolitana de Santiago;13;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Fuerzas Armadas y de Orden (FFAA);Secundario;13109;La Cisterna;Avenida;6868;Gran Avenida José Miguel Carrera;229222870;01-01-2009;NO;No Aplica;No Aplica;-33.53549;-70.67246;Fuerzas Armadas y de Orden;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200475;Centro Comunitario de Salud Familiar Las Lomas;14-907;14-303;114303.0;13;Región Metropolitana de Santiago;14;Servicio de Salud Metropolitano Sur Oriente;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Familiar (CECOSF);Establecimiento de Salud;No Aplica;Municipal;Primario;13110;La Florida;Avenida;9057;Jardin Alto;232422111;10-11-2017;NO;No Aplica;No Aplica;-33.5353;-70.55749;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
113396;Centro de Salud Familiar Pueblo Lo Espejo;13-396;;;13;Región Metropolitana de Santiago;13;Servicio de Salud Metropolitano Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;13116;Lo Espejo;Avenida;2891;Lo Espejo;;;NO;No Aplica;No Aplica;-33.53472;-70.69643;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200360;Centro Comunitario de Salud Familiar Eduardo Frei Montalva;13-904;13-326;113326.0;13;Región Metropolitana de Santiago;13;Servicio de Salud Metropolitano Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Familiar (CECOSF);Establecimiento de Salud;No Aplica;Municipal;Primario;13109;La Cisterna;Calle;8396;Victoria;;20-06-2017;NO;No Aplica;No Aplica;-33.53306;-70.65177;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
106406;Posta de Salud Rural Lo Zárate;06-406;;;5;Región de Valparaíso;6;Servicio de Salud Valparaíso San Antonio;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;5603;Cartagena;Calle;;Caserío Lo Zárate;;;NO;No Aplica;No Aplica;-33.53304;-71.52763;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
113241;Centro de Salud Mutual CChC Lo Espejo;13-241;;;13;Región Metropolitana de Santiago;13;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;Secundario;13401;Lo Espejo;Avenida;3200;Lo Sierra;228542557;01-01-2009;NO;No Aplica;No Aplica;-33.532716;-70.704737;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
113260;Nefrolab;13-260;;;13;Región Metropolitana de Santiago;13;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;Secundario;13109;La Cisterna;Calle;141;Celia Zegers;225484166;01-01-2009;NO;No Aplica;No Aplica;-33.532417;-70.661224;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
114804;SAPU Villa O'Higgins;14-804;14-304;114304.0;13;Región Metropolitana de Santiago;14;Servicio de Salud Metropolitano Sur Oriente;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia (SAPU);Establecimiento de Salud;No Aplica;Municipal;Primario;13110;La Florida;Calle;870;Santa Julia;222827112;;SI;Urgencia Ambulatoria (SAPU);Corto;-33.531441;-70.604288;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
114304;Centro de Salud Familiar Villa O'Higgins;14-304;;;13;Región Metropolitana de Santiago;14;Servicio de Salud Metropolitano Sur Oriente;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;13110;La Florida;Calle;870;Santa Julia;222816402;;NO;No Aplica;No Aplica;-33.53124;-70.60422;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
113311;Centro de Salud Familiar Santa Anselma;13-311;;;13;Región Metropolitana de Santiago;13;Servicio de Salud Metropolitano Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;13109;La Cisterna;Calle;8365;Fernando de Aragón;800500457;;NO;No Aplica;No Aplica;-33.52959;-70.66737;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
111380;Centro de Salud Familiar Dr. Carlos Godoy;11-380;;;13;Región Metropolitana de Santiago;11;Servicio de Salud Metropolitano Central;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;13119;Maipú;Avenida;1565;El Conquistador;222562067;;NO;No Aplica;No Aplica;-33.52776;-70.79639;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
114315;Centro de Salud Familiar Malaquías Concha;14-315;;;13;Región Metropolitana de Santiago;14;Servicio de Salud Metropolitano Sur Oriente;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;13111;La Granja;Avenida;585;Linares;225269103;11-01-1995;NO;No Aplica;No Aplica;-33.52746;-70.6213;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
114231;Centro Médico y Dental MegaSalud La Florida;14-231;;;13;Región Metropolitana de Santiago;13;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;No Aplica;13110;La Florida;Avenida;7747;Vicuña;224257300;01-01-2009;NO;No Aplica;No Aplica;-33.525628;-70.597703;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
111382;Centro de Salud Familiar Presidenta Michelle Bachelet;11-382;;;13;Región Metropolitana de Santiago;11;Servicio de Salud Metropolitano Central;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;13119;Maipú;Calle;776;Nueva San Martín;225742750;;NO;No Aplica;No Aplica;-33.5254;-70.76784;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
106409;Centro Comunitario de Salud Familiar San Sebastian;06-409;06-326;106326.0;5;Región de Valparaíso;6;Servicio de Salud Valparaíso San Antonio;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Familiar (CECOSF);Establecimiento de Salud;No Aplica;Municipal;Primario;5603;Cartagena;Avenida;124;Central, San Sebastian;988992341;;NO;No Aplica;No Aplica;-33.52637;-71.59618;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200327;Centro Odontológico Uno Salud Dental La Concepción;12-917;;;13;Región Metropolitana de Santiago;13;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;No Aplica;Privado;No Aplica;13123;Providencia;Avenida;201;La Concepción, Local 102;6007071010;14-08-2014;NO;No Aplica;No Aplica;-33.423839;-70.616395;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
113309;Centro de Salud Familiar Julio Acuña Pinzón;13-309;;;13;Región Metropolitana de Santiago;13;Servicio de Salud Metropolitano Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;13116;Lo Espejo;Avenida;8260;Central Raúl Silva Henríquez;800500460;;NO;No Aplica;No Aplica;-33.52243;-70.69732;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
113809;SAR Julio Acuña Pinzón;13-809;13-309;113309.0;13;Región Metropolitana de Santiago;13;Servicio de Salud Metropolitano Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR);Establecimiento de Salud;No Aplica;Municipal;Primario;13116;Lo Espejo;Avenida;8260;Central;227800559;;SI;Urgencia Ambulatoria (SAR);No Aplica;-33.522311;-70.697161;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
114224;Centro Vida Integra de La Florida;14-224;;;13;Región Metropolitana de Santiago;13;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;Secundario;13110;La Florida;Avenida;1396;Walker;222860066;01-01-2009;NO;No Aplica;No Aplica;-33.522276;-70.582734;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
106408;Posta de Salud Rural Lo Abarca;06-408;;;5;Región de Valparaíso;6;Servicio de Salud Valparaíso San Antonio;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;5603;Cartagena;Calle;;Aldea Lo Abarca;;;NO;No Aplica;No Aplica;-33.52184;-71.54215;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
114227;Clínica Astra La Florida;14-227;;;13;Región Metropolitana de Santiago;13;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica;Establecimiento de Salud;No Aplica;Privado;No Aplica;13110;La Florida;Avenida;7255;Vicuña Mackenna, Oficinas 202-203;222217198;01-01-2009;NO;No Aplica;No Aplica;-33.521292;-70.57891;Privado;Vigente en Operación Habitual;Pendiente;Atención Abierta-Ambulatoria;21-02-2023
114714;Centro Comunitario de Salud Familiar Modelo;14-714;14-314;114314.0;13;Región Metropolitana de Santiago;14;Servicio de Salud Metropolitano Sur Oriente;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Familiar (CECOSF);Establecimiento de Salud;No Aplica;Municipal;Primario;13131;San Ramón;Calle;6543;Alvear;225769980;02-01-1996;NO;No Aplica;No Aplica;-33.519808;-70.642705;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
113807;SAPU Padre Esteban Gumucio;13-807;13-307;113307.0;13;Región Metropolitana de Santiago;13;Servicio de Salud Metropolitano Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia (SAPU);Establecimiento de Salud;No Aplica;Municipal;Primario;13111;La Granja;Avenida;281;Padre Esteban Gumucio;225253063;;SI;Urgencia Ambulatoria (SAPU);Corto;-33.519708;-70.624091;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
113307;Centro de Salud Familiar Padre Esteban Gumucio Vives;13-307;;;13;Región Metropolitana de Santiago;13;Servicio de Salud Metropolitano Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;13111;La Granja;Avenida;281;Central;225250363;;NO;No Aplica;No Aplica;-33.5196;-70.62398;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
114223;Clínica  Dávila Vespucio;14-223;;;13;Región Metropolitana de Santiago;13;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica;Establecimiento de Salud;No Aplica;Privado;Terciario;13110;La Florida;Calle;190;Serafín Zamora;22702700;11-10-2024;SI;Urgencia Hospitalaria (UEH);No Aplica;-33.519116;-70.596867;Privado;Vigente en Operación Habitual;Alta Complejidad;Atención Cerrada-Hospitalaria;
114233;Laboratorio Vida Integra;14-233;;;13;Región Metropolitana de Santiago;13;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;No Aplica;Privado;No Aplica;13110;La Florida;Calle;190;Serafín Zamora;222211287;01-01-2009;NO;No Aplica;No Aplica;-33.51906;-70.596933;Privado;Vigente en Operación Habitual;No Aplica;No Aplica;
114303;Centro de Salud Familiar Bellavista;14-303;;;13;Región Metropolitana de Santiago;14;Servicio de Salud Metropolitano Sur Oriente;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;13110;La Florida;Calle;6420;Froilan Roa;226115900;;NO;No Aplica;No Aplica;-33.51856;-70.60222;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
114228;Centro Asistencial AChS La Florida;14-228;;;13;Región Metropolitana de Santiago;13;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;Secundario;13110;La Florida;Avenida;6903;Vicuña;223887200;01-01-2009;NO;No Aplica;No Aplica;-33.518243;-70.604586;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
114409;Posta de Salud Rural Las Perdices;14-409;;;13;Región Metropolitana de Santiago;14;Servicio de Salud Metropolitano Sur Oriente;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;13110;La Florida;Calle;6706;El Panul;222855199;;NO;No Aplica;No Aplica;-33.51736;-70.5445;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200132;SAPU María Pinto;10-914;10-385;110385.0;13;Región Metropolitana de Santiago;10;Servicio de Salud Metropolitano Occidente;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia (SAPU);Establecimiento de Salud;No Aplica;Municipal;Primario;13504;Maria Pinto;Calle;78;Francisco Costabal;226125002;;SI;Urgencia Ambulatoria (SAPU);Corto;-33.517179;-71.124818;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200588;Centro Odontológico Uno Salud Dental La Dehesa;12-939;;;13;Región Metropolitana de Santiago;13;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;No Aplica;Privado;No Aplica;13115;Lo Barnechea;Avenida;12850;El Rodeo, Local 60;227638962;13-03-2019;NO;No Aplica;No Aplica;-33.352438;-70.520811;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
110385;Centro de Salud Familiar Adriana Madrid De Costabal;10-385;;;13;Región Metropolitana de Santiago;10;Servicio de Salud Metropolitano Occidente;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;13504;Maria Pinto;Avenida;;Francisco Costabal;225745000;;NO;No Aplica;No Aplica;-33.51714;-71.12501;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;03-05-2022
200088;Integramédica Florida Vespucio;14-988;;;13;Región Metropolitana de Santiago;13;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;Secundario;13110;La Florida;Avenida;7110;Vicuña Mackenna;6006366666;27-12-2013;NO;No Aplica;No Aplica;-33.517052;-70.601107;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
111274;Centro Integramédica Oeste;11-274;;;13;Región Metropolitana de Santiago;13;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;Secundario;13102;Cerrillos;Avenida;1501;Américo Vespucio;228217200;01-01-2009;NO;No Aplica;No Aplica;-33.516665;-70.717478;Privado;Vigente en Operación Habitual;Pendiente;Atención Abierta-Ambulatoria;
113308;Centro de Salud Familiar Clara Estrella;13-308;;;13;Región Metropolitana de Santiago;13;Servicio de Salud Metropolitano Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;13116;Lo Espejo;Calle;6868;Putre;800500459;;NO;No Aplica;No Aplica;-33.51493;-70.67617;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
114831;SAPU La Florida;14-831;14-331;114331.0;13;Región Metropolitana de Santiago;14;Servicio de Salud Metropolitano Sur Oriente;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia (SAPU);Establecimiento de Salud;No Aplica;Municipal;Primario;13110;La Florida;Avenida;6015;La Florida;222854792;;SI;Urgencia Ambulatoria (SAPU);Corto;-33.514807;-70.585529;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
113808;SAPU Clara Estrella;13-808;13-308;113308.0;13;Región Metropolitana de Santiago;13;Servicio de Salud Metropolitano Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia (SAPU);Establecimiento de Salud;No Aplica;Municipal;Primario;13116;Lo Espejo;Calle;6868;Putre;225211977;;SI;Urgencia Ambulatoria (SAPU);Corto;-33.514798;-70.676271;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
114331;Centro de Salud Familiar La Florida;14-331;;;13;Región Metropolitana de Santiago;14;Servicio de Salud Metropolitano Sur Oriente;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;13110;La Florida;Avenida;6015;La Florida;222854792;;NO;No Aplica;No Aplica;-33.51466;-70.58581;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
114220;Centro de Salud Mutual CChC La Florida;14-220;;;13;Región Metropolitana de Santiago;13;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;Secundario;13110;La Florida;Avenida;6381;Vicuña;222033737;01-01-2009;NO;No Aplica;No Aplica;-33.514542;-70.608163;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
114105;Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza;14-105;;;13;Región Metropolitana de Santiago;14;Servicio de Salud Metropolitano Sur Oriente;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Autogestionado en Red (EAR);Servicio de Salud;Terciario;13110;La Florida;Calle;6542;Froilan Roa;225681880;01-11-2013;SI;Urgencia Hospitalaria (UEH);No Aplica;-33.514161;-70.599148;Público;Vigente en Operación Habitual;Alta Complejidad;Atención Cerrada-Hospitalaria;
